pmid,title,abstract
40992234,Managing geriatric syndromes in perioperative care - implications for anesthesia practice: A narrative review.,"As the aging population grows, anesthesiologists increasingly care for older surgical patients with geriatric syndromes. This paper reviews key geriatric syndromes, particularly frailty and postoperative delirium, and highlights their implications for anesthesia practice with evidence-based management strategies. Frailty, a predictor of poor surgical outcomes, is often underrecognized preoperatively. Screening tools such as the Fried Frailty Phenotype and Hospital Frailty Risk Score can help identify at-risk patients. Prehabilitation, including exercise, nutritional optimization, and multimodal pain management, may improve surgical recovery. For postoperative delirium, prevention is the most important intervention. Medication reconciliation and multimodal nonpharmacologic approaches, such as restoring sensory aids, optimizing sleep hygiene, and early reorientation, should be prioritized. Other strategies include multimodal analgesia with the minimization of opiates and avoiding deliriogenic medications. Delirium screening using the Confusion Assessment Method or Nurses' Delirium Screening Checklist enables early detection and intervention. Pharmacologic treatment of delirium should be limited to severe agitation, with haloperidol or dexmedetomidine used cautiously. By recognizing frailty and postoperative delirium as geriatric syndromes with potentially modifiable risk factors, anesthesiologists can implement targeted perioperative strategies to improve functional recovery and surgical outcomes in older adults."
40989124,Diabetic Striate Syndrome: an uncommon complication of diabetes requiring further conceptual expansion.,"Diabetic Striate Syndrome (DSS) is a rare complication of diabetes, clinically characterized by chorea-like involuntary movements and contralateral basal ganglia abnormalities on brain CT and MRI. The identification of atypical DSS cases has broadened our understanding of this complex metabolic disorder. To investigate the clinical manifestations, imaging features, and potential pathogenesis of DSS to enhance clinical awareness and understanding of the condition. We retrospectively analyzed clinical data from eight patients diagnosed with DSS who were hospitalized in the Department of Neurology at Beijing Chaoyang Hospital, affiliated with Capital Medical University, between January 2017 and July 2024. Their clinical presentations and imaging findings were reviewed, and both typical and atypical features, as well as potential pathogenic mechanisms, were discussed in the context of relevant literature. Among the eight patients, five were female. All patients had a history of hypertension, and seven had a prior diagnosis of diabetes. Three patients experienced acute or subacute cerebral infarction. Seven patients presented with hemichorea, while one patient exhibited bilateral chorea. Random blood glucose levels at onset ranged from 7.9 to 27.7 mmol/L, and glycated hemoglobin (HbA1c) levels ranged from 8.7% to 15.5%. One patient tested positive for urinary ketones, and one developed symptoms following a rapid drop in blood glucose. Head CT scans revealed high-density lesions in the basal ganglia in four patients. MRI showed T1-weighted hyperintensity in the basal ganglia in seven patients, including one case with bilateral involvement. Hospital stays ranged from 6 to 14 days. All patients showed clinical improvement, with one achieving complete resolution of symptoms. In three cases, symptom improvement was achieved through blood glucose control alone. DSS represents a syndrome with an expanding clinical and imaging spectrum as research progresses. In this study, we propose a refined definition of the disorder and reaffirm the hypothesis that both basal ganglia ischemia and hyperglycemia synergistically contribute to the development and progression of DSS."
40986924,Hyperbaric oxygen therapy for late onset dropped head syndrome following mantle field radiation therapy for Hodgkin lymphoma: a case report and literature review.,"The authors present the first documented case of the apparent effective use of hyperbaric oxygen therapy (HBOT) for the treatment of radiation-induced dropped head syndrome (DHS). DHS is a condition associated with progressive and often severe weakness of cervical paraspinal muscles, especially the neck extensors. This results in loss of horizontal gaze and in advanced cases causes a chin-on-chest deformity. Radiation-induced DHS is a rare, primarily late-term complication first described in patients treated with mantle field radiotherapy for Hodgkin lymphoma, though there is an increasing body of literature demonstrating a wide range of presentations. A 59-year-old man with a history of stage 2A Hodgkin lymphoma 34 years prior had been treated with extended field radiotherapy, including mantle radiotherapy, totalling 40 Gy in 19 fractions. He presented with three years of progressive neck extension weakness with associated stiffness and intermittent dysphagia. The patient underwent 60 sessions of HBOT, in conjunction with physiotherapy and thiamine replacement and demonstrated improvement of his postural maintenance and dysphagia. His improved function was maintained at three years follow-up. We discuss the literature on the management of this rare condition, including the rationale for using HBOT which is well documented for the treatment of other late-term radiotherapy side effects. This case adds to the increasing literature on the management of DHS and describes a novel approach to the management of this often-debilitating condition."
40976328,An integrated drug delivery device for the localized treatment of the genitourinary syndrome of menopause.,"The Genitourinary Syndrome of Menopause (GSM) affects millions of women worldwide, with current treatment regimens associated with frequent dosing, inconsistent release profiles, and systemic adverse effects, leading to a decreased patient acceptability. Patient acceptability is pivotal in ensuring adherence and therapeutic outcomes and is defined by the European Medicines Agency as ""an overall ability of the patient and caregiver to use a medicinal product as intended"" with the International Conference on Harmonization Pharmaceutical Development Guideline (Q8 (R2)) further stating ""in all cases, the product should be designed to meet patients' needs and the intended product performance"". Accordingly, this study focuses on the development of a multi-unit, polymer-based, intravaginal-intrauterine platform (MUPP) for targeted and controlled hormone delivery with the aim of GSM treatment. The platform comprises of a doughnut-shaped intravaginal device (DVDS) releasing estradiol hemihydrate (E2) and an intrauterine cylindrical unit (NLPM) delivering norethindrone acetate (NETA). An experimental design was implemented to optimize the DVDS formulation. The optimized device was characterized in vitro, assembled with NLPM, and evaluated for their drug release, ex vivo permeation, and cytocompatibility, using NIH/3T3 cells and a 3D-engineered uterine-vaginal cellular model (EUVM). Results showed that the optimal DVDS and NLPM displayed cumulative releases of 5.84 ± 0.24 % (E2) 38.00 ± 1.60 % (NETA) after 4 weeks, with maximum drug flux values (peak permeation rates) of 0.18 ± 0.05 mg⋅cm<sup>-2</sup>⋅h<sup>-1</sup> and 0.01 ± 0.03 mg⋅cm<sup>-2</sup>⋅h<sup>-1</sup>, respectively. Moreover, cytocompatibility analyses showed an average cell viability exceeding the ISO 10993-5 minimum threshold of 70 % after 3 days, rising to above 80 % by Day 7 in both 2D and 3D models, thereby confirming the non-cytotoxic nature of the platform. In conclusion, the MUPP presents a promising and patient-friendly approach to addressing the current challenges of GSM therapy."
40968336,Syndrome of undifferentiated recurrent fever (SURF): a multicenter real-world experience from Türkiye.,"Syndrome of undifferentiated recurrent fever (SURF) is an autoinflammatory disorder that is recognised in an increasing number of patients. In this study, we aimed to assess the data of SURF patients from the main reference centres in our country. Data for this retrospective multicentre observational cohort study were obtained from the records of SURF patients aged 0-18 years who were followed up in 10 pediatric rheumatology clinics in Türkiye between 2010 and June 2023. Patients with recurrent fever that could not be explained by periodic fever, aphthous stomatitis, pharyngitis and adenopathy (PFAPA) and hereditary recurrent fevers and had no other cause were included in the study. Of the 134 patients included in the study, 74 (55.2%) were male. The median age at diagnosis was 67 months. The most common symptom was abdominal pain in 98 (73.1%), arthralgia in 82 (61.2%), malaise in 77 (57.5%). The age at symptom onset was ≤ 5 years in 109 patients (81.3%). Pharyngitis was more common symptom in children aged ≤ 5 years (p = 0.008), headache, arthralgia, chest pain were more common findings in children > 5 years (p = 0.008, p = 0.032, p = 0.045). There were 113 patients receiving colchicine alone or in combination therapy and 74.3% of them achieved complete or partial remission. The presence of abdominal pain (p = 0.021, OR = 0.254) increased the remission rate with colchicine. SURF patients present with a wide range of clinical manifestations. Distinguishing between SURF and PFAPA is not concrete. Further omics studies will enlighten whether there is a true group of SURF. Key Points • SURF is an autoinflammatory disease that is becoming increasingly recognised. • The clinical manifestations of SURF are quite heterogeneous. • Colchicine and anti-IL-1 treatment is effective in most SURF patients. • It is controversial whether it should be called SURF or PFAPA-like syndrome, especially in children aged ≤ 5 years."
40966714,Platelet-Rich Plasma for Genitourinary Syndrome of Menopause in Breast Cancer Survivors.,"To assess the safety and feasibility of injection of autologous platelet-rich plasma (PRP) into the vagina and posterior fourchette and to evaluate 6-month efficacy for treatment of genitourinary syndrome of menopause (GSM) in breast cancer survivors. We conducted a prospective, single-arm pilot study of breast cancer survivors (stage 0-III) who reported vaginal dryness with or without dyspareunia. Participants underwent a one-time treatment with 7 mL autologous PRP injected throughout the vaginal canal and posterior fourchette into 35 sites. The primary outcome was to assess safety and feasibility. Secondary outcomes included VMI (Vaginal Maturation Index), VHI (Vaginal Health Index), VAS/VuAS (Vaginal and Vulvar Assessment Scales), DIVA (Day-to-Day Impact of Vaginal Aging questionnaire), FSFI (Female Sexual Function Index), and UDI-6 (Urogenital Distress Inventory-Short Form) scores. Vaginal caliber was measured with silicone dilators. Patient Global Impression of Improvement (PGI-I) was assessed with a 7-point Likert scale. Twenty participants were treated; mean±SD age and body mass index (BMI) were 53.6±7.5 years and 27.2±4.6, respectively. Most had hormone receptor-positive breast cancer (85.0%), and of those, 65.0% were taking an aromatase inhibitor. All participants completed the planned protocol. Treatment adverse events included vaginal spotting, irritation, discharge, burning, cramping, and mild pain, all resolving within 24 hours. No serious adverse events occurred. VAS/VuAS, FSFI, UDI-6, DIVA, VHI, and total scores showed significant improvement from baseline to 6 months; the VMI change was nonsignificant. At 6 months, 90.0% of patients had an increase in vaginal caliber as measured by change in dilator size, and 95.0% noted improvement of symptoms on PGI-I. A single treatment of autologous PRP injected diffusely through the vaginal canal and posterior fourchette is safe and feasible. In this uncontrolled pilot trial, at 6 months, treatment significantly improved GSM symptoms, sexual function, urinary symptoms, and quality of life in breast cancer survivors, including those on aromatase inhibitors. ClnicalTrials.gov , NCT04535323; Cancer.gov , NCT04535323."
40965394,Cannabinoid Hyperemesis Syndrome in Adolescents: The Role of Aprepitant as a New Treatment Option for Rapid Symptom Relief.,"Cannabinoid hyperemesis syndrome (CHS) is a growing clinical concern among adolescents, which is marked by recurrent episodes of nausea, vomiting, and abdominal pain related to chronic cannabis use. Treatment remains challenging, particularly when symptoms persist despite conventional antiemetics such as ondansetron, metoclopramide, haloperidol, and capsaicin. This case report describes two adolescents who presented with symptoms consistent with the Rome IV criteria for CHS and a documented history of chronic cannabis use. Both patients failed to respond to initial therapies administered over 36-45 hours. Aprepitant, a neurokinin-1 receptor antagonist, was subsequently given, and both patients experienced rapid and sustained improvement in symptoms. Vomiting resolved within 1 hour, oral fluid intake was tolerated within 1-2 hours, and solid food was tolerated within 4-8 hours. Both were discharged the following day without the need for additional antiemetics. These cases highlight the potential clinical benefit of aprepitant in pediatric CHS when standard treatments fail. While cannabis cessation remains the cornerstone of long-term management, the timing of symptom resolution supports further investigation into the earlier use of aprepitant in the treatment course to improve outcomes and reduce hospitalization in adolescent CHS, especially given its more favorable adverse effect profile."
40964125,[Depression Syndrome Typing and Medication Pattern Analysis Through Unsupervised Clustering Combined With Latent Structure Dual Analysis].,"Depression, a most common psychiatric disease, is defined in Traditional Chinese Medicine (TCM) as <i>Yu</i> Syndrome, i.e., depression disorder, or <i>Baihe</i> Disease, i.e., lily bulb disease, a category of emotional disorders treated with lily-based TCM preparations. In TCM, depression is managed through syndrome differentiation and treatment, which is characterized by high efficacy and safety. However, there is no unified standard for the classification of depression syndromes, which leads to a disconnection between the analysis of patients' medication patterns and their actual syndromes and hinders the study of medication patterns specific to particular syndromes. Therefore, this study is focused on investigating the medication patterns of different sub-types of depression patients based on an objective classification system of depression. We searched for and retrieved clinical literature on TCM formulas for depression from relevant databases, including China National Knowledge Infrastructure (CNKI), Wanfang Data, VIP Database, Sinomed, Web of Science, and PubMed. Information on patient symptoms and medication was standardized. Then, the symptoms and the medication frequency of depression patients were statistically analyzed. We used the K-means clustering method combined with implicit structural analysis to objectively categorize depression patients into sub-types. In addition, the main symptoms and core TCM formulas of each sub-type of depression patients were identified. On the basis of objective classification system, we also statistically analyzed the characteristics of herbs used on depression patients, including the 4 basic properties, the 5 flavors, the attributes, the therapeutic efficacy, and the co-occurrence patterns, which may help reveal the medication patterns. A total of 3537 publications and 4434 prescriptions were included in the analysis. By using the K-means algorithm and latent structure analysis methods, patients with depression were categorized into 9 sub-types, with Cluster 6 accounting for the largest proportion. The most common symptoms among depression patients were insomnia and a depressed mood. Medication frequency analysis showed that <i>Radix Bupleuri</i> (Chai Hu), <i>Radix Paeoniae Alba</i> (Bai Shao), <i>Poria</i> (Fu Ling), <i>Rhizoma Chuanxiong</i> (Chuan Xiong), and <i>Radix Curcumae</i> (Yu Jin) were the most commonly used TCM herbs. For the depression sub-types of Clusters 1, 2, and 6, blood-activating and stasis-dissolving herbs were used most often. The depression sub-types of Clusters 3, 4, 5, 8, and 9 were mainly treated with qi-regulating herbs, while the depression sub-type of Cluster 7 was treated with qi-supplementing herbs. Depression patients were mostly treated with herbs that were cold or warm in nature and had sweet, bitter, and pungent flavors. Moreover, treatments for Cluster 1 and Cluster 6 mainly targeted the spleen meridian, while those for Cluster 2, Cluster 3, Cluster 4 and Cluster 5 mainly targeted the heart meridian. The treatments for the other sub-types mainly targeted the liver meridian. The core TCM formulas for the 9 depression sub-types included Zishui Qinggan Decoction, Danzhi Xiaoyao Powder, Huanglian Wendan Tang, Chaihu Guizhi Tang, Modified Xiaoyao Powder, Qinggan Jieyu Tang, Xiaoyao Powder, Xuefu Zhuyu Decoction, and Bazhen Decoction. The most commonly used Chinese herbal medicinal formulas were Gan Cao-Chai Hu, Bai Shao-Chai Hu, and Chen Pi-Chai Hu. Based on machine learning, this study reveals the scientific aspects of TCM typing and syndrome-based treatment. It clarifies the rationale for targeting different symptoms in depression treatment and provides theoretical support for clinicians to make medication prescriptions. It also presents a new perspective for investigating TCM medication patterns."
40963452,LUMBAR Syndrome State-Of-The-Art Review: Insights Into a Rare and Complex Condition.,"LUMBAR syndrome is a rare condition with natural history and long-term outcomes that have not been well described. This acronym represents the constellation of features associated with the condition: Lower body hemangiomas with Urogenital anomalies and Ulceration, spinal cord Malformations, Bony defects of the spine and lower extremities, and Anorectal, Arterial, and/or Renal anomalies. The associated infantile hemangioma is the most notable feature, which occurs in a segmental pattern affecting the lower half of the body. Recent publications have described the clinical features of LUMBAR syndrome, its overlap with other lower body syndromes, and, notably, a landmark paper establishing diagnostic criteria through Delphi consensus. This paper aims to provide a comprehensive review of the clinical features, diagnostic criteria, pathophysiology, treatment options, and outcomes associated with LUMBAR syndrome."
40962507,Description of TEMPI syndrome in Waldenström's macroglobulinemia.,"TEMPI syndrome (telangiectasia, erythrocytosis with increased erythropoietin, monoclonal gammopathy, perinephritic fluid collections, and intrapulmonary shunts) was described by David Sykes in 2011. By the end of March 2025, we have found descriptions of 35 cases of TEMPI syndrome in the literature. Non-IgM monoclonal gammopathy of clinical significance was diagnosed in 23 patients, multiple myeloma in 10 patients and Waldenström's macroglobulinemia in only 2 cases. Sykes estimated the median interval from the first symptoms to the diagnosis at 10 years. For many years, these patients were treated for a misdiagnosis of secondary erythrocytosis or primary polycythemia. In 2015, an increase in hemoglobin and hematocrit concentrations was found in the patient. The diagnosis was concluded as secondary erythrocytosis in obstructive bronchopulmonary disease. Telangiectasias, which appeared soon after the detection of erythrocytosis, were misinterpreted as a manifestation of hepatopathy. The patient was treated with therapeutic phlebotomy. In 2024, symptoms of pleural effusion, ascites, swelling of the perineum and genitals appeared. This was the reason for admission to the hospital. CT scan in 2024 revealed pleural effusions, large perinephritic fluid collections and confirmed clinically evident swelling of the perineum and genitals (pelvic effusion). This gave rise to the suspicion of TEMPI syndrome. The results of morphological, flow-cytometric and molecular biological examination of the bone marrow and high concentrations of total immunoglobulin type IgM (40.6 g/L) and monoclonal immunoglobulin type IgM (23.6 g/L) with cryoglobulin properties corresponded to Waldenström's macroglobulinemia. Contrast echocardiography confirmed the existence of arteriovenous shunts, which could not be localized by other methods. Other abnormalities included very low levels of vitamin B12 and folic acid. Laboratory examination did not show significant endocrinopathy. After therapeutic plasmapheresis, treatment with rituximab, bendamustine and dexamethasone was started in December 2024. In each differential diagnosis of secondary erythrocytosis, it is necessary to examine monoclonal immunoglobulin to exclude its cause in TEMPI or POEMS syndrome. A large perinephritic fluid collection is diagnostic of only two diagnoses, TEMPI syndrome or renal lymphangiomatosis, while other renal diseases can cause a smaller volume of perirenal fluid collection."
40958327,Neurogenic pectoralis minor syndrome in the differential diagnosis of neck pain: A case series with diagnostic ultrasound-guided pectoralis minor muscle block.,"Neurogenic pectoralis minor syndrome (NPMiS) is an underdiagnosed cause of persistent neck, shoulder, and upper extremity pain. It can mimic cervical radiculopathy or other musculoskeletal disorders, often resulting in misdiagnosis and ineffective treatment. This case series presents 5 patients with NPMiS who achieved symptomatic relief through diagnostic ultrasound-guided pectoralis minor muscle (PMiM) block followed by targeted rehabilitation. All patients presented with persistent neck pain often radiating to the scapula or anterior chest wall, along with paresthesia and impaired sleep quality. Prior treatments, including non-steroidal anti-inflammatory drugs, muscle relaxants, and physical therapy, were ineffective. One patient was referred for spine surgery before alternative evaluation. The diagnosis of NPMiS was based on detailed clinical history, positive physical exam findings (e.g., Roos test, focal PMiM tenderness), and exclusion of cervical radiculopathy and peripheral neuropathies via imaging and electrophysiological studies. Confirmatory diagnosis was established with significant symptom relief following ultrasound-guided PMiM block. Patients received diagnostic ultrasound-guided injection of 1% lidocaine into the PMiM. This was followed by an individualized rehabilitation program including posture correction, ergonomic adjustments, and physical therapy focused on pectoral muscle stretching and shoulder stabilization. Patients experienced rapid pain reduction, improved function, reduced medication use, and better sleep. Sustained symptom relief was achieved through adherence to rehabilitation. NPMiS should be considered in the differential diagnosis of chronic, non-dermatomal neck and upper extremity pain, particularly when standard treatments fail. Ultrasound-guided PMiM block is a valuable tool both for confirming diagnosis and initiating effective, personalized therapy strategies."
40954461,Prevalence and contributing factors of computer vision syndrome among university students in Iran: a cross-sectional study.,"Computer vision syndrome (CVS) is a common condition in the digital era, causing fatigue in users exceeding four hours of screen time daily. It manifests as blurred vision, itching, dryness, and eye fatigue. This study examined the prevalence and risk factors for CVS among university students. A cross-sectional survey was conducted among 230 students using simple sampling. A structured questionnaire included: (1) demographic data, (2) digital device use and ergonomic habits, and (3) CVS symptom frequency and severity based on the validated CVS-Q© scale. A total of 76.1% of the participants were found to have CVS, with a higher prevalence among female students (80.2%) compared to male students (70.7%). 87.4% of the subjects (n = 201) experienced one or more symptoms of CVS. Most of them experience headaches (60.4%, n = 139), eye irritation (55.7%, n = 128), tearing (50.9%, n = 116), and discomfort in the eyes (49.6%, n = 114). Female students scored a higher mean of CVS than male students (p = .004). Risk factors were a lack of adequate rest between screen watching periods (p ≤ .001) and failure to observe the 20-20-20 rule (p = .015). The study indicates that the prevalence of CVS is extremely high among the students, and, therefore, there is a need for ergonomic interventions to be implemented widely and used for prevention or alleviation of symptoms of CVS."
40954067,[Case of red ear syndrome].,"This paper reports a case of red ear syndrome, a rare clinical condition, treated with acupuncture. At the initial consultation, the diagnosis was unclear from a western medical perspective. The advantage of traditional Chinese medicine in ""prioritizing symptoms and syndrome differentiation"" was fully utilized. Based on the patient's clinical manifestations, disease progression, tongue and pulse conditions, the treatment addressed the branch by targeting meridian <i>qi</i> stagnation based on the hand-<i>taiyang</i> sinew meridian theory, and treated the root by selecting acupoints according to syndrome differentiation for liver and kidney <i>yin</i> deficiency. A combined treatment of tendon needling and acupuncture produced immediate results after the first session. Subsequent sessions were administered every other day for a total of ten treatments. The patient's ear pain and redness symptoms had nearly disappeared, and a two-month follow-up showed good overall condition."
40937806,[Pain syndrome in urology: features of classification and pathogenetic aspects].,"Key aspects of pain syndrome in urology, including its classification, pathogenesis, and current treatment approaches, are discussed in the article. Special attention is given to the phenomenon of chronic pelvic pain, defined as persistent pain lasting at least three months, accompanied by dysfunction of the genitourinary system and emotional disorders. The main pathogenetic mechanisms underlying pain syndrome determine its complex multisystem nature, which requires a comprehensive approach to both diagnosis and treatment. Various etiologies of urologic chronic pain syndrome are described. Particular emphasis is given on urological causes such as bacterial cystitis and interstitial cystitis/bladder pain syndrome (IC/BPS). Clinical phenotypes of IC/BPS are discussed, along with individualized treatment approaches for each phenotype. The impact of pain syndrome in bacterial cystitis on quality of life and the role of phenazopyridine in pain relief are also highlighted. The importance of an interdisciplinary approach and the combination of different therapeutic methods to achieve good outcomes in the management of pain syndrome is emphasized."
40923901,Bertolotti Syndrome in the Pediatric Population: A Literature Review and Management Algorithm.,"The purpose of this study was to develop a comprehensive step-wise management algorithm for Bertolotti syndrome in the pediatric population by conducting a systematic review of the current literature regarding the diagnostic evaluation, nonsurgical and surgical treatment, and outcomes. A systematic review of the literature was conducted using PubMed to identify studies focused on the management of Bertolotti syndrome in the pediatric population. Data extraction of clinical presentation, management strategies, imaging, and outcomes was completed. Thirteen studies reported on 17 patients younger than 18 years with confirmed diagnosis of Bertolotti syndrome were identified. Lower back pain was the most common presenting symptom and was described in all 13 studies. Radicular pain was described in six of 13 studies. Diagnostic, intraoperative, and postoperative assessments included preoperative radiographs, CT, MRI, along with targeted injections. Treatment options ranged from nonsurgical to surgical measures. Conservative options included physical therapy, nonsteroidal anti-inflammatory medications, bracing treatment, and targeted injections. Surgical modalities included open surgical resection and posterior spinal fusion. All patients in the 13 studies demonstrated partial or complete resolution of their presenting symptoms. This study provides a proposed systemic algorithm for the management of Bertolotti syndrome in the pediatric population. Based on our review of the current literature, we recommend a stepwise approach to the management of Bertolotti syndrome starting from conservative options and progressing toward surgical treatment if symptoms persist."
40923216,Serpentine Sign: evidence of airway compensation in patients with empty nose syndrome.,"This study aimed to evaluate the presence of Serpentine Signs on computed tomography (CT) images and its impact on the clinical symptoms in patients with empty nose syndrome (ENS). A retrospective study analysed patients with ENS enrolled in previous studies. The clinical characteristics and results of ENS-specific questionnaire evaluations were reviewed. The ratio of the maximal to minimal thickness (M/m ratio) of the septal mucosa was also calculated to demonstrate the degree of swelling. Mucosal swelling was defined as a thickness greater than twice that of the surrounding mucosa. A Serpentine Sign was identified by the presence of two or more mucosal swellings on one side of the central nasal septum. Seventy-one (74.0%) of the 96 enrolled patients with ENS exhibited Serpentine Signs on CT images. Patients with the Serpentine Sign had significantly lower symptom scores on the ENS 6-item Questionnaire (ENS6Q) and 25-Item Sino-Nasal Outcome Test (SNOT-25). Regression analysis revealed that the ENS6Q, SNOT-25, sleep, psychological, and empty nose symptom domains were significantly associated with the Serpentine Sign. The M/m ratio of the nasal septal mucosa significantly decreased in 39 participants with available postoperative CT images 6 months after nasal reconstruction surgery, along with an improvement in ENS6Q and SNOT-25 scores. The Serpentine Sign was associated with fewer ENS symptoms in patients with ENS. The severity of septal mucosal swelling decreased after surgical reconstruction. These results imply a significant impact of airflow alteration due to over-reduction of the inferior turbinate on the nasal mucosa."
40921998,"Lu'e Biyan Formula for Treatment of Allergic Rhinitis Patients with Fei (Lung)-Qi Deficiency-Coldness Syndrome: A Randomized, Double Blind, and Placebo-Controlled Trial.","To observe the clinical effect and safety of Lu'e Biyan Formula (LBF) combined with loratadine in the treatment of moderate to severe allergic rhinitis (AR) patients with Fei (Lung)-qi deficiency-coldness (FQDC) syndrome. From September 2023 to December 2024, moderate to severe AR patients with FQDC syndrome were recruited from the Outpatient Department of Integrated Traditional Chinese and Western Medicine for Pulmonary Diseases Part 1, China-Japan Friendship Hospital. Participants were randomly assigned to a test group and a control group by using a random number table at a ratio of 1:1. Both groups received oral loratadine tablets (10 mg, once daily) for 2 weeks. In addition, the test group received oral LBF (30 mL, twice daily), and the control group received a placebo of LBF. Changes in the Total Nasal Symptom Score (TNSS), Total Non-nasal Symptom Score (TNNSS), Visual Analog Scale (VAS), Rhinoconjunctivitis Quality of Life Questionnaire (RQLQ), and Chinese medicine (CM) syndrome scores before and after treatment were compared between groups. Moreover, the total effective rates and disease recurrence rates were compared. Adverse events (AEs) during the study period were also recorded. Totally 109 participants were recruited, and the full analysis set included 105 cases, 54 in the test group and 51 in the control group. Compared with the pre-treatment values, the scores of sneezing, runny nose, nasal obstruction, nasal itching, TNSS, TNNSS, VAS, RQLQ, and CM syndrome were significantly reduced in both groups at 1 and 2 weeks post-treatment and 12 weeks post-drug withdrawal (P<0.01). After treatment, the aforementioned scores in the test group were all markedly lower than those in the control group (P<0.01). Moreover, the total effective rate in the test group was higher than that in the control group (98.15% vs. 70.59%, P<0.01). After 12 weeks of drug withdrawal, there was no significant difference in the recurrence rate between groups (13.21% vs. 22.22%, P>0.05). No obvious AEs were observed in either group following treatment. The combination of LBF with loratadine can effectively alleviate the symptoms of moderate to severe AR patients with FQDC syndrome, thereby improving their quality of life. This therapy demonstrated both precise effect and high safety. (Trial registration No. ITMCTR2025000589)."
40920566,Network Pharmacological Analysis of TCM Formulae Based on the Syndrome Ontology and Multidimensional Quantitative Association Computing Platform.,"Current network pharmacology methods for TCM formulae predict potential active ingredients and mechanisms of action for specific diseases by constructing a formula-ingredient-target-pathway-disease network. Syndrome differentiation and treatment, a core principle of TCM, embodies its holistic and dynamic approach, emphasizing individual variability and disease progression. By integrating syndrome characteristics into this network, researchers can develop multi-target drugs tailored to each disease stage, enabling precise and personalized treatment. The TCM Syndrome Ontology and Multidimensional Quantitative Association Computing Platform (SoFDA) allow the incorporation of TCM syndromes into network pharmacology analysis. In this study, we used Lingguizhugan Decoction (formula) as an example to demonstrate its application in treating obesity with Yang Deficiency Syndrome and Dampness-Phlegm Syndrome (syndromes). We first identified key active ingredients from the TCMSP database. We then constructed a network linking diseases, syndromes, target genes, and signaling pathways using SoFDA. Finally, we integrated these data to build a formula-ingredient-target-pathway-syndrome-disease network."
40908022,CLIPPERS syndrome following papillary thyroid carcinoma.,"Chronic lymphocytic inflammation with pontine perivascular enhancement responsive to steroids (CLIPPERS) is a brainstem syndrome marked by punctate 'pepper-and-salt' enhancement on MRI and corticosteroid responsiveness. Evidence suggests that CLIPPERS may represent a cancer-related immune reaction, occurring before tumour detection, in association with active malignancy or after treatment. We report the first case associated with papillary thyroid carcinoma (PTC). A middle-aged woman developed facial numbness and ataxia; MRI showed pontocerebellar enhancement, and work-up revealed PTC. Neurological signs resolved after total thyroidectomy. Sixteen months later, neurological symptoms recurred. Repeat MRI reproduced the CLIPPERS pattern. High-dose intravenous methylprednisolone followed by a short taper induced rapid and sustained clinical and radiological remission. Serial neck ultrasound and serum thyroglobulin measurements confirmed no evidence of PTC recurrence. This case illustrates that CLIPPERS can precede, remit after and recur independently of cancer activity, highlighting the importance of comprehensive malignancy screening and long-term oncological surveillance."
40905286,Pancatalytic Medicine: A Paradigm for Non-Toxic Disease Treatment.,"The traditional disease treatment strategies typically encounter low therapeutic efficacy and high side effects originating from toxic drugs or surgeries, necessitating nontoxic approaches. The emerging pancatalytic medicine, rooted in respecting body ecology, offers a nontoxic protocol via catalyst preparation (P), biological effect activation (A), and versatile disease nontoxic-treatment (N). By precisely delivering catalysts to disease sites, it enables in situ catalytic chemical reactions that specifically target pathological microenvironments, e.g., generating radicals to oxidize cancer cell components or modulating inflammatory mediators, without disrupting the body's ecological balance. This strategy mirrors ecological principles by preserving normal tissue homeostasis, as catalysts only activate therapeutic catalytic reactions at the target locus, minimizing off-target toxicity. Pancatalytic therapy (PCT) thus embodies a paradigm shift, integrating body ecology to achieve both therapeutic specificity and systemic safety, heralding a revolutionary direction for nontoxic disease therapeutics."
